iter	RMSE
280	0.1109566663
281	0.1106572191
282	0.110453543
283	0.1102845484
284	0.1100619798
285	0.1098784638
286	0.1097606418
287	0.1095856465
288	0.1094323059
289	0.1092993181
290	0.1092119773
291	0.1089416128
292	0.1088708628
293	0.1086708332
294	0.1085526396
295	0.1084082763
296	0.1081849442
297	0.1079226689
298	0.1077588634
299	0.1076370699
300	0.1074440554
301	0.1072298659
302	0.1069806201
303	0.1068243822
304	0.1065619797
305	0.1064302835
306	0.106143188
307	0.1059393866
308	0.105833213
309	0.1056842136
310	0.1054905506
311	0.1052528627
312	0.1051944975
313	0.1049954733
314	0.1048640073
315	0.1046725164
316	0.1044554219
317	0.1042203581
318	0.1041549005
319	0.1040816526
320	0.1039010152
321	0.1036655182
322	0.1034836214
323	0.1033491466
324	0.1032042041
325	0.1030194745
326	0.1028020898
327	0.1027487486
328	0.1025310325
329	0.1023931579
330	0.1022179494
331	0.1020205477
332	0.1018896
333	0.1018180729
334	0.1017015376
335	0.1016557995
336	0.1015453715
337	0.1013718835
338	0.1012648547
339	0.101089595
340	0.1009152868
341	0.1008675911
342	0.1007687239
343	0.1006020599
344	0.1003905664
345	0.1002576804
346	0.1000583654
347	0.09989883172
348	0.09970942257
349	0.09949945983
350	0.09932317631
351	0.09915393286
352	0.09899410189
353	0.09884478004
354	0.09880414487
355	0.09876515367
356	0.09862834025
357	0.09852101539
358	0.0983935107
359	0.09822677828
360	0.09803351088
361	0.09777864558
362	0.09764558199
363	0.09748635031
364	0.09733360065
365	0.0971906566
366	0.09706449955
367	0.0968259695
368	0.09669343845
369	0.09659040255
370	0.09644221483
371	0.09640422016
372	0.09636584813
373	0.09621303095
374	0.09604870648
375	0.095990962
376	0.0958642935
377	0.09574547486
378	0.09555011778
379	0.0953545343
380	0.09520820316
381	0.09505178461
382	0.09500366876
383	0.09485098813
384	0.09473004835
385	0.09463382022
386	0.0944836222
387	0.09430172115
388	0.0942046357
389	0.09402054997
390	0.09388851871
391	0.09373090366
392	0.09363908765
393	0.09345534921
394	0.09334396438
395	0.09321809549
396	0.0930613354
397	0.09287848226
398	0.0926535886
399	0.09254004176
400	0.0923644254
401	0.09223323486
402	0.09208342732
403	0.09195647872
404	0.09182337576
405	0.09169001681
406	0.09157677044
407	0.09153048823
408	0.09149711281
409	0.09134694455
410	0.09128717856
411	0.09114283759
412	0.09092416762
413	0.09084872654
414	0.09071019317
415	0.09054102974
416	0.09043198345
417	0.09031734255
418	0.09021273817
419	0.09010916346
420	0.08997015705
421	0.08985644085
422	0.08971296136
423	0.08954450709
424	0.08945670634
425	0.08932615117
426	0.08917394384
427	0.08907439055
428	0.08894653566
429	0.08877518792
430	0.08862809456
431	0.08850625695
432	0.08841136346
433	0.08821968492
434	0.08810553718
435	0.08792183376
436	0.0878777326
437	0.08776482162
438	0.08760329696
439	0.08756155905
440	0.08730042784
441	0.08717878177
442	0.08704973597
443	0.08695566289
444	0.0868786696
445	0.08680582615
446	0.08673609664
447	0.08664622673
448	0.08644791999
449	0.08638120598
450	0.08631004245
451	0.08624122401
452	0.08615533184
453	0.08595358061
454	0.085794287
455	0.08566429758
456	0.08562222806
457	0.08558485144
458	0.08551156423
459	0.08526807777
460	0.08520913376
461	0.08504117479
462	0.08485546111
463	0.08469568662
464	0.08453644238
465	0.08446001399
466	0.08441176099
467	0.08432225555
468	0.08424647965
469	0.0842170346
470	0.08413143774
471	0.08403047666
472	0.08393341598
473	0.08375853633
474	0.08363032115
475	0.08348057935
476	0.08334687712
477	0.08324775984
478	0.08315387075
479	0.08297476866
480	0.0828791538
481	0.08280857185
482	0.08270105441
483	0.08255341016
484	0.08247921949
485	0.08239886085
486	0.08230764043
487	0.08217710929
488	0.08208659497
489	0.08189089315
490	0.08181529391
491	0.08173311807
492	0.08157644196
493	0.08150065019
494	0.08137873952
495	0.08132369248
496	0.08120994206
497	0.08113720684
498	0.08099207142
499	0.08090514211
500	0.080687949
501	0.08061535416
502	0.08054663189
503	0.08032494006
504	0.08020658224
505	0.08004768629
506	0.0799460788
507	0.07976937303
508	0.07961174144
509	0.07952794843
510	0.07941657555
511	0.07927203954
512	0.07916173533
513	0.07910767543
514	0.07895464305
515	0.07883367285
516	0.07877345512
517	0.078673377
518	0.07864715153
519	0.07858085477
520	0.0785178313
521	0.07837164686
522	0.07832928363
523	0.07823691904
524	0.07809560168
525	0.07800406628
526	0.07794542762
527	0.07789775164
528	0.07780346338
529	0.07776005912
530	0.07770703688
531	0.07762132442
532	0.07751362394
533	0.07737953594
534	0.07735174399
535	0.07728542486
536	0.07723543874
537	0.07716816039
538	0.07707798743
539	0.07693442065
540	0.07683877902
541	0.07678151148
542	0.07667703608
543	0.07657583567
544	0.07648647709
545	0.07638616551
546	0.07624973335
547	0.07611496129
548	0.07603311357
549	0.07597755534
550	0.07588973273
551	0.07583903027
552	0.0757362903
553	0.07554581822
554	0.07549801546
555	0.07542189709
556	0.07519151976
557	0.07510650894
558	0.07488865032
559	0.07479467007
560	0.0747110906
561	0.07469779604
562	0.07461511356
563	0.07453520538
564	0.07446956833
565	0.07440597289
566	0.07435857122
567	0.07422860529
568	0.07415009466
569	0.07409945622
570	0.07406330732
571	0.07397482032
572	0.07392982292
573	0.0738492007
574	0.07381331926
575	0.07378877713
576	0.07372644722
577	0.07360529656
578	0.07358142652
579	0.07350385492
580	0.07344308354
581	0.07341982134
582	0.07331519288
583	0.07324038478
584	0.07318746868
585	0.07312296661
586	0.07306438239
587	0.07301446005
588	0.07297940286
589	0.07295720623
590	0.07290646544
591	0.07287822714
592	0.07285672146
593	0.07277200237
594	0.07275105129
595	0.07270795724
596	0.07258575741
597	0.07248662321
598	0.07242939835
599	0.0723900317
600	0.07236435496
601	0.07227602997
602	0.07213032369
603	0.07211294431
604	0.07204298457
605	0.07195406359
606	0.07189855856
607	0.07185133386
608	0.07168134112
609	0.07153543959
610	0.07148018496
611	0.07143649789
612	0.07130468388
613	0.07122852772
614	0.07114125312
615	0.07111320568
616	0.07098776101
617	0.07092478857
618	0.07087096615
619	0.07081760987
620	0.0707899306
621	0.07072932112
622	0.07070586095
623	0.07067877001
624	0.07063474293
625	0.07058328948
626	0.07050427612
627	0.07043800428
628	0.0703984513
629	0.07028140416
630	0.07020890386
631	0.07010587512
632	0.06998027366
633	0.06993010627
634	0.0699015173
635	0.06987403924
636	0.06977706003
637	0.06963948297
638	0.06952017736
639	0.06944306141
640	0.06941351263
641	0.06934959378
642	0.06932395544
643	0.0692888457
644	0.06923986438
645	0.0691505251
646	0.06912388737
647	0.06909778982
648	0.06902073272
649	0.06893450173
650	0.06877222776
651	0.06870211029
652	0.06863213514
653	0.06838528213
654	0.06833762715
655	0.06828131923
656	0.06824182388
657	0.06816191342
658	0.06811222943
659	0.06803348818
660	0.06796718399
661	0.06792103786
662	0.0678562391
663	0.06776466821
664	0.06762916974
665	0.06759310924
666	0.0675484158
667	0.06743752079
668	0.06736219218
669	0.06735329755
670	0.06728641743
671	0.06722333532
672	0.06719883627
673	0.06712580468
674	0.06701810621
675	0.06695353326
676	0.06691590671
677	0.06690723363
678	0.06685493848
679	0.06679385539
680	0.06670524402
681	0.06662001745
682	0.06649366011
683	0.06646839402
684	0.06640833315
685	0.06636032706
686	0.06629749717
687	0.06616623489
688	0.06610694345
689	0.06606875954
690	0.065999245
691	0.0659555782
692	0.06588159989
693	0.06581195229
694	0.06565032651
695	0.06560763299
696	0.06558397413
697	0.06551994661
698	0.0654784929
699	0.06537328062
700	0.06530311311
701	0.06526277229
702	0.06519575898
703	0.06507403497
704	0.0650233371
705	0.06491067382
706	0.06479986798
707	0.0647604356
708	0.06468997862
709	0.06453950506
710	0.06448893649
711	0.06442993111
712	0.06437905263
713	0.06433128853
714	0.06424034041
715	0.06412965198
716	0.06407236003
717	0.06401640584
718	0.06395686201
719	0.06380443148
720	0.06375678157
721	0.06371858317
722	0.06366358456
723	0.06362590461
724	0.06356596467
725	0.06347267448
726	0.06333849454
727	0.06328461605
728	0.06306069154
729	0.06300786027
730	0.06288490012
731	0.06278335099
732	0.06268555663
733	0.06261997587
734	0.06256971662
735	0.06236065059
736	0.06230861829
737	0.06220118783
738	0.06202613019
739	0.06188422842
740	0.06183298235
741	0.06178426005
742	0.06175598573
743	0.06168488461
744	0.06159106831
745	0.0615410488
746	0.06149219816
747	0.0614444874
748	0.06133443817
749	0.06129910215
750	0.06125527298
751	0.06122144667
752	0.06105677378
753	0.06100061747
754	0.06084423905
755	0.06069610111
756	0.06064849725
757	0.06061246227
758	0.06053369995
759	0.06048233483
760	0.0604288397
761	0.06037592062
762	0.06032697942
763	0.06026621631
764	0.06016356558
765	0.06004396667
766	0.06003631254
767	0.06000041749
768	0.05999294741
769	0.0599564564
770	0.05989775433
771	0.05986261521
772	0.05976335897
773	0.05969456091
774	0.05965410316
775	0.05958836627
776	0.05952839759
777	0.0594656814
778	0.05937419446
779	0.05923560059
780	0.05920711606
781	0.05915130622
782	0.05910995235
783	0.05907638623
784	0.05903665021
785	0.05900668547
786	0.05896393343
787	0.05885198508
788	0.05881214392
789	0.05864459946
790	0.05861100521
791	0.05860290914
792	0.05857032841
793	0.05852383898
794	0.0584922112
795	0.05844678081
796	0.05840717724
797	0.05835403091
798	0.05831634376
799	0.05827179439
800	0.05809627526
801	0.05804198912
802	0.05799373333
803	0.05794508962
804	0.0578976206
805	0.05788975364
806	0.05785898526
807	0.05775470652
808	0.0576887254
809	0.05766770005
810	0.05766006901
811	0.05761423368
812	0.05757778988
813	0.05757044961
814	0.05751568767
815	0.05746294848
816	0.05741956394
817	0.05738978984
818	0.05736598883
819	0.05732696764
820	0.05729825227
821	0.05725578733
822	0.05722791932
823	0.0570723961
824	0.05703441311
825	0.05691237405
826	0.056870272
827	0.05681347833
828	0.05677758512
829	0.05671741423
830	0.0566594038
831	0.05660346961
832	0.05657389414
833	0.05645165018
834	0.05639291264
835	0.05633677407
836	0.05629555456
837	0.05626033001
838	0.05620530541
839	0.05608941066
840	0.05599528916
841	0.05584695051
842	0.05574977519
843	0.05570587306
844	0.05562028144
845	0.05554480295
846	0.05548975398
847	0.05543952138
848	0.05534511103
849	0.05531031089
850	0.05530307128
851	0.05519193846
852	0.05511601819
853	0.05502708531
854	0.05488519417
855	0.05479310369
856	0.05476450952
857	0.05467696119
858	0.05462820131
859	0.05455375027
860	0.0545261856
861	0.05449945063
862	0.05441769642
863	0.0543917113
864	0.05432967377
865	0.05420240133
866	0.05417592031
867	0.05414796738
868	0.05414090261
869	0.05409282415
870	0.05406688001
871	0.05399550502
872	0.0539702899
873	0.05390541816
874	0.05388067144
875	0.0538480418
876	0.05384125534
877	0.05381776264
878	0.05380046909
879	0.05371556241
880	0.05369107949
881	0.05366497512
882	0.05361818542
883	0.05356586032
884	0.05348815397
885	0.05346444479
886	0.05343937147
887	0.05338861403
888	0.05334149324
889	0.05331869489
890	0.05327805164
891	0.05323547294
892	0.05312032328
893	0.05307223698
894	0.05301255706
895	0.05298941196
896	0.05296031513
897	0.05290051204
898	0.05287802614
899	0.0528032753
900	0.05277998861
901	0.05273185935
902	0.05268675343
903	0.0526181826
904	0.05259024252
905	0.05256173
906	0.05253080687
907	0.05246441519
908	0.05244291963
909	0.05237838681
910	0.0522943232
911	0.05227358667
912	0.05222243852
913	0.0521852611
914	0.0521006786
915	0.05208052374
916	0.05204533927
917	0.05201129323
918	0.05195736496
919	0.05189135614
920	0.05186360829
921	0.05182073212
922	0.05178545549
923	0.05175853366
924	0.05169679968
925	0.0516696028
926	0.05163468006
927	0.05160843463
928	0.05158248918
929	0.05155437113
930	0.05144824788
931	0.05136694797
932	0.05136030361
933	0.05131936042
934	0.05123838133
935	0.05121275012
936	0.05119417735
937	0.05115473669
938	0.05112986044
939	0.05110560033
940	0.05098789184
941	0.05089918318
942	0.05086849836
943	0.05079202105
944	0.05073414134
945	0.05069654855
946	0.05062215765
947	0.05054846111
948	0.05052487737
949	0.05049563079
950	0.05040936303
951	0.05033843035
952	0.05021187732
953	0.05017282938
954	0.05016624344
955	0.05007632365
956	0.05005676558
957	0.0499793132
958	0.04990599615
959	0.04984925034
960	0.04977945642
961	0.04972478884
962	0.04965715313
963	0.0495713017
964	0.04956485783
965	0.04942116202
966	0.04939794282
967	0.0493594665
968	0.04932358962
969	0.04918806925
970	0.04916566174
971	0.04914381505
972	0.0491025215
973	0.04904392664
974	0.04901218443
975	0.04893103391
976	0.04890982529
977	0.04881322669
978	0.04877505846
979	0.0487581131
980	0.04875171045
981	0.04871327893
982	0.04867682088
983	0.04864183527
984	0.04857453473
985	0.04851163562
986	0.04848781392
987	0.0484499843
988	0.04839516894
989	0.04834326426
990	0.04830577917
991	0.0482545158
992	0.04823013948
993	0.04820630674
994	0.04817048658
995	0.04808133573
996	0.04804658929
997	0.04801173343
998	0.04795206494
999	0.04790023263
